Fecha	 Super_95_€ 	 Super_95_€_Sin_Imp 	 Diesel_€ 	 Diesel_€_Sin_Imp 	 Diesel_Calef_€ 	 Diesel_Calef_€_Sin_Imp 	 Precio_Barril_Brent_$ 	 Precio_barril_Opep_$ 	Tasa_Cambio_$_€	Precio_Barril_Brent_€	Precio_barril_Opep_€
03/01/2005	 0,841   	 0,323   	 0,808   	 0,396   	 0,486   	 0,334   	 40,75 	 36,57 	0,7428	 30,269   	 27,164   
10/01/2005	 0,841   	 0,322   	 0,807   	 0,396   	 0,448   	 0,303   	 44,71 	 40,12 	0,7644	 34,176   	 30,668   
17/01/2005	 0,844   	 0,325   	 0,808   	 0,397   	 0,446   	 0,300   	 45,10 	 41,81 	0,7656	 34,529   	 32,010   
24/01/2005	 0,853   	 0,332   	 0,808   	 0,397   	 0,453   	 0,305   	 45,74 	 42,49 	0,7659	 35,032   	 32,543   
31/01/2005	 0,861   	 0,340   	 0,813   	 0,401   	 0,463   	 0,314   	 44,51 	 40,95 	0,7673	 34,153   	 31,421   
07/02/2005	 0,873   	 0,349   	 0,813   	 0,401   	 0,473   	 0,322   	 42,70 	 39,98 	0,7837	 33,464   	 31,332   
14/02/2005	 0,884   	 0,359   	 0,816   	 0,404   	 0,464   	 0,317   	 44,51 	 41,44 	0,7714	 34,335   	 31,967   
21/02/2005	 0,885   	 0,360   	 0,820   	 0,407   	 0,460   	 0,318   	 46,09 	 43,12 	0,7654	 35,277   	 33,004   
28/02/2005	 0,889   	 0,363   	 0,839   	 0,423   	 0,465   	 0,318   	 50,13 	 46,26 	0,7556	 37,878   	 34,954   
07/03/2005	 0,902   	 0,375   	 0,859   	 0,440   	 0,475   	 0,331   	 51,87 	 48,15 	0,7571	 39,271   	 36,454   
14/03/2005	 0,902   	 0,375   	 0,863   	 0,444   	 0,502   	 0,356   	 53,68 	 49,59 	0,748	 40,153   	 37,093   
21/03/2005	 0,903   	 0,376   	 0,864   	 0,445   	 0,515   	 0,367   	 55,79 	 51,76 	0,7591	 42,350   	 39,291   
04/04/2005	 0,915   	 0,386   	 0,874   	 0,453   	 0,538   	 0,378   	 55,92 	 52,93 	0,7783	 43,523   	 41,195   
11/04/2005	 0,923   	 0,393   	 0,878   	 0,456   	 0,533   	 0,381   	 51,21 	 49,14 	0,7709	 39,478   	 37,882   
18/04/2005	 0,933   	 0,402   	 0,886   	 0,464   	 0,549   	 0,387   	 48,58 	 46,52 	0,7682	 37,319   	 35,737   
25/04/2005	 0,943   	 0,410   	 0,886   	 0,464   	 0,538   	 0,378   	 53,10 	 50,17 	0,7692	 40,845   	 38,591   
02/05/2005	 0,943   	 0,410   	 0,880   	 0,459   	 0,524   	 0,366   	 50,89 	 47,79 	0,7773	 39,557   	 37,147   
09/05/2005	 0,935   	 0,403   	 0,870   	 0,450   	 0,487   	 0,335   	 49,71 	 47,82 	0,7772	 38,635   	 37,166   
16/05/2005	 0,929   	 0,398   	 0,859   	 0,441   	 0,510   	 0,355   	 46,42 	 45,47 	0,7914	 36,737   	 35,985   
23/05/2005	 0,930   	 0,399   	 0,859   	 0,441   	 0,506   	 0,351   	 47,28 	 45,50 	0,795	 37,588   	 36,173   
30/05/2005	 0,927   	 0,396   	 0,860   	 0,442   	 0,498   	 0,344   	 49,33 	 47,62 	0,8018	 39,553   	 38,182   
06/06/2005	 0,931   	 0,399   	 0,869   	 0,449   	 0,512   	 0,356   	 52,61 	 51,18 	0,8156	 42,909   	 41,742   
13/06/2005	 0,946   	 0,413   	 0,889   	 0,466   	 0,511   	 0,367   	 52,00 	 50,83 	0,8257	 42,936   	 41,970   
20/06/2005	 0,965   	 0,429   	 0,909   	 0,484   	 0,565   	 0,401   	 57,10 	 52,78 	0,8233	 47,010   	 43,454   
27/06/2005	 0,982   	 0,443   	 0,916   	 0,490   	 0,579   	 0,414   	 58,50 	 54,26 	0,822	 48,087   	 44,602   
04/07/2005	 0,981   	 0,443   	 0,923   	 0,496   	 0,581   	 0,416   	 57,13 	 53,41 	0,8403	 48,006   	 44,880   
11/07/2005	 0,996   	 0,456   	 0,936   	 0,507   	 0,567   	 0,418   	 56,10 	 53,31 	0,8282	 46,462   	 44,151   
18/07/2005	 1,000   	 0,459   	 0,935   	 0,506   	 0,600   	 0,432   	 56,25 	 52,38 	0,8296	 46,665   	 43,454   
25/07/2005	 0,999   	 0,459   	 0,931   	 0,503   	 0,596   	 0,428   	 57,51 	 52,07 	0,8291	 47,682   	 43,171   
01/08/2005	 1,009   	 0,467   	 0,930   	 0,501   	 0,585   	 0,419   	 60,56 	 55,12 	0,8212	 49,732   	 45,265   
08/08/2005	 1,016   	 0,473   	 0,929   	 0,501   	 0,548   	 0,417   	 62,56 	 56,57 	0,8097	 50,655   	 45,805   
15/08/2005	 1,016   	 0,473   	 0,929   	 0,501   	 0,548   	 0,417   	 66,68 	 59,05 	0,8084	 53,904   	 47,736   
22/08/2005	 1,034   	 0,489   	 0,951   	 0,519   	 0,605   	 0,437   	 65,87 	 58,10 	0,8182	 53,895   	 47,537   
29/08/2005	 1,045   	 0,498   	 0,962   	 0,529   	 0,623   	 0,451   	 64,77 	 60,33 	0,8175	 52,949   	 49,320   
05/09/2005	 1,099   	 0,545   	 0,981   	 0,546   	 0,629   	 0,457   	 64,16 	 59,22 	0,7974	 51,161   	 47,222   
12/09/2005	 1,093   	 0,539   	 0,975   	 0,541   	 0,613   	 0,462   	 60,69 	 56,73 	0,8143	 49,420   	 46,195   
19/09/2005	 1,073   	 0,522   	 0,974   	 0,539   	 0,640   	 0,467   	 64,04 	 57,56 	0,8237	 52,750   	 47,412   
26/09/2005	 1,074   	 0,523   	 0,974   	 0,540   	 0,629   	 0,458   	 61,73 	 56,91 	0,8279	 51,106   	 47,116   
03/10/2005	 1,064   	 0,515   	 0,974   	 0,539   	 0,649   	 0,474   	 61,64 	 58,11 	0,8386	 51,691   	 48,731   
10/10/2005	 1,064   	 0,515   	 0,974   	 0,540   	 0,649   	 0,474   	 57,01 	 53,97 	0,8285	 47,233   	 44,714   
17/10/2005	 1,051   	 0,503   	 0,974   	 0,540   	 0,657   	 0,482   	 59,81 	 55,24 	0,8317	 49,744   	 45,943   
24/10/2005	 1,034   	 0,488   	 0,974   	 0,539   	 0,645   	 0,471   	 57,64 	 52,63 	0,8344	 48,095   	 43,914   
07/11/2005	 1,005   	 0,464   	 0,962   	 0,529   	 0,628   	 0,456   	 58,19 	 52,86 	0,8468	 49,275   	 44,762   
14/11/2005	 0,992   	 0,453   	 0,946   	 0,515   	 0,602   	 0,442   	 54,10 	 50,43 	0,8553	 46,272   	 43,133   
21/11/2005	 0,981   	 0,443   	 0,929   	 0,500   	 0,594   	 0,428   	 53,36 	 50,15 	0,8525	 45,489   	 42,753   
28/11/2005	 0,960   	 0,425   	 0,908   	 0,482   	 0,576   	 0,411   	 52,91 	 50,04 	0,844	 44,656   	 42,234   
05/12/2005	 0,958   	 0,423   	 0,897   	 0,474   	 0,574   	 0,408   	 56,05 	 52,72 	0,8487	 47,570   	 44,743   
12/12/2005	 0,977   	 0,440   	 0,917   	 0,491   	 0,565   	 0,401   	 57,23 	 53,50 	0,8365	 47,873   	 44,753   
19/12/2005	 0,980   	 0,442   	 0,918   	 0,491   	 0,575   	 0,409   	 56,09 	 51,62 	0,833	 46,723   	 42,999   
09/01/2006	 0,992   	 0,448   	 0,926   	 0,495   	 0,582   	 0,417   	 62,51 	 57,29 	0,8273	 51,715   	 47,396   
16/01/2006	 1,001   	 0,455   	 0,930   	 0,498   	 0,585   	 0,420   	 62,34 	 57,76 	0,8251	 51,437   	 47,658   
23/01/2006	 1,005   	 0,459   	 0,936   	 0,504   	 0,602   	 0,434   	 64,56 	 60,90 	0,8123	 52,442   	 49,469   
30/01/2006	 1,006   	 0,460   	 0,944   	 0,511   	 0,607   	 0,438   	 65,14 	 60,42 	0,8272	 53,884   	 49,979   
06/02/2006	 1,008   	 0,462   	 0,944   	 0,511   	 0,610   	 0,442   	 63,32 	 59,34 	0,8357	 52,917   	 49,590   
13/02/2006	 1,003   	 0,458   	 0,943   	 0,510   	 0,611   	 0,441   	 59,16 	 55,85 	0,84	 49,694   	 46,914   
20/02/2006	 0,983   	 0,440   	 0,940   	 0,507   	 0,604   	 0,435   	 60,05 	 55,78 	0,8377	 50,304   	 46,727   
27/02/2006	 1,001   	 0,455   	 0,946   	 0,512   	 0,593   	 0,426   	 59,44 	 56,38 	0,844	 50,167   	 47,585   
06/03/2006	 0,998   	 0,453   	 0,945   	 0,511   	 0,604   	 0,436   	 61,41 	 58,64 	0,8321	 51,099   	 48,794   
13/03/2006	 1,003   	 0,457   	 0,951   	 0,517   	 0,610   	 0,442   	 60,99 	 56,41 	0,8362	 51,000   	 47,170   
20/03/2006	 1,017   	 0,470   	 0,955   	 0,520   	 0,611   	 0,441   	 62,30 	 57,32 	0,8218	 51,198   	 47,106   
27/03/2006	 1,022   	 0,474   	 0,956   	 0,520   	 0,606   	 0,437   	 62,59 	 58,02 	0,8325	 52,106   	 48,302   
03/04/2006	 1,037   	 0,487   	 0,962   	 0,526   	 0,612   	 0,442   	 67,28 	 61,82 	0,8239	 55,432   	 50,933   
10/04/2006	 1,051   	 0,499   	 0,969   	 0,532   	 0,617   	 0,446   	 68,20 	 62,61 	0,8255	 56,299   	 51,685   
24/04/2006	 1,084   	 0,527   	 0,993   	 0,553   	 0,634   	 0,461   	 73,96 	 67,37 	0,8069	 59,678   	 54,361   
01/05/2006	 1,094   	 0,536   	 1,000   	 0,559   	 0,645   	 0,471   	 73,37 	 66,20 	0,7944	 58,285   	 52,589   
08/05/2006	 1,098   	 0,539   	 1,002   	 0,560   	 0,659   	 0,483   	 68,26 	 64,51 	0,787	 53,721   	 50,769   
15/05/2006	 1,098   	 0,540   	 1,002   	 0,560   	 0,655   	 0,480   	 68,69 	 64,67 	0,7814	 53,674   	 50,533   
22/05/2006	 1,087   	 0,530   	 0,987   	 0,547   	 0,653   	 0,479   	 66,52 	 62,51 	0,7767	 51,666   	 48,552   
29/05/2006	 1,090   	 0,532   	 0,986   	 0,546   	 0,644   	 0,470   	 69,16 	 65,12 	0,7839	 54,215   	 51,048   
05/06/2006	 1,084   	 0,527   	 0,976   	 0,538   	 0,636   	 0,464   	 69,13 	 66,48 	0,7749	 53,569   	 51,515   
12/06/2006	 1,090   	 0,532   	 0,981   	 0,542   	 0,645   	 0,470   	 68,62 	 65,41 	0,7948	 54,539   	 51,988   
19/06/2006	 1,094   	 0,536   	 0,987   	 0,547   	 0,648   	 0,473   	 66,40 	 62,64 	0,795	 52,788   	 49,799   
26/06/2006	 1,086   	 0,528   	 0,981   	 0,542   	 0,646   	 0,472   	 69,85 	 64,59 	0,7946	 55,503   	 51,323   
03/07/2006	 1,101   	 0,542   	 0,985   	 0,546   	 0,642   	 0,468   	 73,94 	 68,28 	0,7813	 57,769   	 53,347   
10/07/2006	 1,110   	 0,550   	 0,995   	 0,554   	 0,653   	 0,478   	 72,39 	 67,90 	0,785	 56,826   	 53,302   
17/07/2006	 1,131   	 0,567   	 1,004   	 0,562   	 0,656   	 0,481   	 75,12 	 71,40 	0,7987	 59,998   	 57,027   
24/07/2006	 1,135   	 0,571   	 1,005   	 0,563   	 0,650   	 0,475   	 72,09 	 67,99 	0,7914	 57,052   	 53,807   
31/07/2006	 1,138   	 0,574   	 1,002   	 0,561   	 0,650   	 0,475   	 74,75 	 68,42 	0,7834	 58,559   	 53,600   
07/08/2006	 1,137   	 0,572   	 1,006   	 0,564   	 0,643   	 0,469   	 77,82 	 72,12 	0,7792	 60,637   	 56,196   
14/08/2006	 1,128   	 0,565   	 1,010   	 0,567   	 0,653   	 0,478   	 73,78 	 69,54 	0,7863	 58,013   	 54,679   
21/08/2006	 1,106   	 0,546   	 1,000   	 0,559   	 0,661   	 0,484   	 72,42 	 67,92 	0,7756	 56,169   	 52,679   
28/08/2006	 1,078   	 0,522   	 0,997   	 0,556   	 0,659   	 0,483   	 69,44 	 66,03 	0,7829	 54,365   	 51,695   
04/09/2006	 1,061   	 0,508   	 0,991   	 0,551   	 0,643   	 0,468   	 68,62 	 64,13 	0,7769	 53,311   	 49,823   
11/09/2006	 1,026   	 0,477   	 0,977   	 0,539   	 0,643   	 0,468   	 62,41 	 60,70 	0,7873	 49,135   	 47,789   
18/09/2006	 1,007   	 0,460   	 0,953   	 0,518   	 0,621   	 0,450   	 61,47 	 58,67 	0,7873	 48,395   	 46,191   
25/09/2006	 0,993   	 0,449   	 0,938   	 0,505   	 0,595   	 0,427   	 57,89 	 54,92 	0,7844	 45,409   	 43,079   
02/10/2006	 0,976   	 0,434   	 0,925   	 0,494   	 0,591   	 0,423   	 58,80 	 57,19 	0,7849	 46,152   	 44,888   
09/10/2006	 0,969   	 0,428   	 0,922   	 0,492   	 0,582   	 0,416   	 59,25 	 55,70 	0,7938	 47,033   	 44,215   
16/10/2006	 0,967   	 0,426   	 0,921   	 0,491   	 0,583   	 0,418   	 58,22 	 55,34 	0,7981	 46,465   	 44,167   
23/10/2006	 0,961   	 0,421   	 0,921   	 0,491   	 0,593   	 0,425   	 56,56 	 53,44 	0,7968	 45,067   	 42,581   
30/10/2006	 0,960   	 0,420   	 0,918   	 0,488   	 0,598   	 0,429   	 57,08 	 54,87 	0,7853	 44,825   	 43,089   
06/11/2006	 0,951   	 0,412   	 0,906   	 0,478   	 0,592   	 0,424   	 57,02 	 54,91 	0,786	 44,818   	 43,159   
13/11/2006	 0,956   	 0,416   	 0,909   	 0,480   	 0,580   	 0,414   	 56,88 	 55,42 	0,781	 44,423   	 43,283   
20/11/2006	 0,956   	 0,417   	 0,907   	 0,478   	 0,579   	 0,413   	 57,38 	 54,03 	0,7804	 44,779   	 42,165   
27/11/2006	 0,957   	 0,418   	 0,906   	 0,478   	 0,579   	 0,413   	 60,52 	 55,76 	0,7614	 46,080   	 42,456   
04/12/2006	 0,959   	 0,419   	 0,909   	 0,480   	 0,579   	 0,413   	 63,97 	 59,70 	0,7506	 48,016   	 44,811   
11/12/2006	 0,964   	 0,424   	 0,912   	 0,482   	 0,582   	 0,415   	 62,59 	 57,74 	0,7554	 47,280   	 43,617   
18/12/2006	 0,965   	 0,425   	 0,909   	 0,481   	 0,579   	 0,414   	 62,81 	 58,40 	0,7633	 47,943   	 44,577   
08/01/2007	 0,960   	 0,420   	 0,901   	 0,465   	 0,565   	 0,401   	 52,82 	 51,88 	0,768	 40,566   	 39,844   
15/01/2007	 0,950   	 0,411   	 0,891   	 0,457   	 0,552   	 0,390   	 51,28 	 49,36 	0,7731	 39,645   	 38,160   
22/01/2007	 0,940   	 0,403   	 0,885   	 0,451   	 0,541   	 0,381   	 54,34 	 49,72 	0,7722	 41,961   	 38,394   
29/01/2007	 0,942   	 0,404   	 0,885   	 0,451   	 0,532   	 0,373   	 54,71 	 51,28 	0,772	 42,236   	 39,588   
05/02/2007	 0,947   	 0,409   	 0,889   	 0,455   	 0,535   	 0,376   	 58,67 	 54,66 	0,7733	 45,370   	 42,269   
12/02/2007	 0,957   	 0,417   	 0,899   	 0,464   	 0,545   	 0,384   	 55,52 	 53,99 	0,7713	 42,823   	 41,642   
19/02/2007	 0,957   	 0,417   	 0,899   	 0,464   	 0,553   	 0,391   	 55,91 	 53,87 	0,7602	 42,503   	 40,952   
26/02/2007	 0,969   	 0,428   	 0,906   	 0,470   	 0,556   	 0,394   	 60,34 	 57,07 	0,7585	 45,768   	 43,288   
05/03/2007	 0,998   	 0,453   	 0,915   	 0,478   	 0,555   	 0,393   	 59,78 	 57,32 	0,7636	 45,648   	 43,770   
12/03/2007	 1,009   	 0,462   	 0,923   	 0,484   	 0,566   	 0,403   	 60,59 	 57,37 	0,7583	 45,945   	 43,504   
19/03/2007	 1,001   	 0,456   	 0,918   	 0,480   	 0,572   	 0,408   	 60,49 	 56,74 	0,752	 45,488   	 42,668   
26/03/2007	 1,002   	 0,456   	 0,917   	 0,479   	 0,567   	 0,404   	 64,43 	 60,16 	0,75	 48,323   	 45,120   
02/04/2007	 1,024   	 0,475   	 0,936   	 0,495   	 0,565   	 0,402   	 68,94 	 64,06 	0,748	 51,567   	 47,917   
16/04/2007	 1,046   	 0,495   	 0,951   	 0,509   	 0,596   	 0,429   	 67,10 	 64,05 	0,7389	 49,580   	 47,327   
23/04/2007	 1,046   	 0,494   	 0,945   	 0,504   	 0,594   	 0,427   	 66,80 	 63,10 	0,7366	 49,205   	 46,479   
30/04/2007	 1,064   	 0,509   	 0,947   	 0,505   	 0,594   	 0,427   	 67,23 	 64,26 	0,7329	 49,273   	 47,096   
07/05/2007	 1,075   	 0,520   	 0,951   	 0,508   	 0,595   	 0,428   	 62,70 	 61,93 	0,7354	 46,110   	 45,543   
14/05/2007	 1,081   	 0,525   	 0,955   	 0,512   	 0,598   	 0,430   	 65,86 	 63,79 	0,7384	 48,631   	 47,103   
21/05/2007	 1,092   	 0,534   	 0,959   	 0,515   	 0,593   	 0,426   	 69,51 	 66,24 	0,7425	 51,611   	 49,183   
28/05/2007	 1,097   	 0,538   	 0,964   	 0,520   	 0,599   	 0,431   	 69,31 	 66,20 	0,7433	 51,518   	 49,206   
04/06/2007	 1,091   	 0,534   	 0,955   	 0,512   	 0,601   	 0,434   	 70,90 	 65,81 	0,741	 52,537   	 48,765   
11/06/2007	 1,087   	 0,530   	 0,964   	 0,520   	 0,606   	 0,438   	 68,85 	 65,14 	0,7486	 51,541   	 48,764   
18/06/2007	 1,093   	 0,534   	 0,971   	 0,525   	 0,607   	 0,438   	 72,33 	 68,02 	0,7455	 53,922   	 50,709   
25/06/2007	 1,098   	 0,539   	 0,976   	 0,530   	 0,612   	 0,442   	 71,36 	 67,38 	0,7431	 53,028   	 50,070   
02/07/2007	 1,099   	 0,539   	 0,977   	 0,531   	 0,617   	 0,447   	 72,90 	 68,73 	0,7339	 53,501   	 50,441   
09/07/2007	 1,091   	 0,533   	 0,973   	 0,528   	 0,617   	 0,447   	 77,10 	 71,55 	0,7337	 56,568   	 52,496   
16/07/2007	 1,093   	 0,535   	 0,980   	 0,534   	 0,621   	 0,450   	 78,17 	 72,97 	0,7261	 56,759   	 52,984   
23/07/2007	 1,083   	 0,526   	 0,982   	 0,535   	 0,628   	 0,456   	 78,36 	 73,13 	0,724	 56,733   	 52,946   
30/07/2007	 1,071   	 0,516   	 0,978   	 0,532   	 0,624   	 0,453   	 76,07 	 72,35 	0,7304	 55,562   	 52,844   
06/08/2007	 1,068   	 0,513   	 0,981   	 0,535   	 0,626   	 0,455   	 72,69 	 70,30 	0,7254	 52,729   	 50,996   
13/08/2007	 1,055   	 0,503   	 0,963   	 0,520   	 0,644   	 0,471   	 71,30 	 68,36 	0,7349	 52,398   	 50,238   
20/08/2007	 1,056   	 0,503   	 0,974   	 0,528   	 0,619   	 0,448   	 68,37 	 67,69 	0,7421	 50,737   	 50,233   
27/08/2007	 1,052   	 0,500   	 0,970   	 0,526   	 0,617   	 0,446   	 68,85 	 67,76 	0,7329	 50,460   	 49,661   
03/09/2007	 1,056   	 0,503   	 0,973   	 0,528   	 0,617   	 0,447   	 74,22 	 70,42 	0,7342	 54,492   	 51,702   
10/09/2007	 1,063   	 0,509   	 0,984   	 0,537   	 0,620   	 0,448   	 74,97 	 72,27 	0,7247	 54,331   	 52,374   
17/09/2007	 1,064   	 0,510   	 0,996   	 0,547   	 0,630   	 0,457   	 77,99 	 74,06 	0,7211	 56,239   	 53,405   
24/09/2007	 1,067   	 0,512   	 1,003   	 0,553   	 0,646   	 0,470   	 77,87 	 76,48 	0,7098	 55,272   	 54,286   
01/10/2007	 1,067   	 0,512   	 1,004   	 0,554   	 0,658   	 0,481   	 78,33 	 75,97 	0,7027	 55,042   	 53,384   
08/10/2007	 1,055   	 0,502   	 0,995   	 0,546   	 0,655   	 0,478   	 76,94 	 75,37 	0,7114	 54,735   	 53,618   
15/10/2007	 1,056   	 0,503   	 0,995   	 0,547   	 0,657   	 0,479   	 82,50 	 78,76 	0,7038	 58,064   	 55,431   
22/10/2007	 1,065   	 0,511   	 1,008   	 0,558   	 0,670   	 0,491   	 82,72 	 80,15 	0,7053	 58,342   	 56,530   
29/10/2007	 1,075   	 0,520   	 1,021   	 0,569   	 0,685   	 0,505   	 89,87 	 85,94 	0,6933	 62,307   	 59,582   
05/11/2007	 1,084   	 0,527   	 1,030   	 0,577   	 0,707   	 0,523   	 92,16 	 88,00 	0,6913	 63,710   	 60,834   
12/11/2007	 1,092   	 0,534   	 1,048   	 0,592   	 0,728   	 0,541   	 91,56 	 88,65 	0,6879	 62,984   	 60,982   
19/11/2007	 1,092   	 0,534   	 1,052   	 0,595   	 0,738   	 0,549   	 91,59 	 88,57 	0,682	 62,464   	 60,405   
26/11/2007	 1,105   	 0,545   	 1,072   	 0,613   	 0,752   	 0,561   	 94,88 	 91,68 	0,6721	 63,769   	 61,618   
03/12/2007	 1,110   	 0,549   	 1,082   	 0,621   	 0,748   	 0,558   	 87,85 	 84,13 	0,6818	 59,896   	 57,360   
10/12/2007	 1,096   	 0,537   	 1,070   	 0,611   	 0,739   	 0,550   	 87,33 	 84,02 	0,6796	 59,349   	 57,100   
17/12/2007	 1,096   	 0,537   	 1,065   	 0,606   	 0,733   	 0,545   	 90,32 	 87,13 	0,6944	 62,718   	 60,503   
